"date","plot_code","spp_code","USDA_name","num_hits","cover"
"1991-08-06","WNP3","RHOINT","Rhodiola integrifolia",9,3.6585
"1991-08-06","WNP3","BISVIV","Polygonum viviparum",7,2.8455
"1991-08-06","WNP3","JUNDRU","Juncus drummondii",1,0.4065
"1991-08-06","WNP3","CLERHO","Rhodiola rhodantha",5,2.0325
"1991-08-06","WNP3","UNKNOW","Unknown",2,0.813
"1991-08-06","WNP3","POASPP","Poa",3,1.2195
"1991-08-06","WNP3","KOBMYO","Kobresia myosuroides",1,0.4065
"1991-08-06","WNP3","ALLGEY","Allium geyeri",1,0
"1991-07-12","DNP4","ACOROS","Geum rossii var. turbinatum",5,1.938
"1991-07-12","DNP4","ALLGEY","Allium geyeri",6,2.3256
"1991-07-12","DNP4","AREFEN","Arenaria fendleri var. tweedyi",21,8.1395
"1991-07-12","DNP4","ARTSCO","Artemisia scopulorum",12,4.6512
"1991-07-12","DNP4","BISBIS","Polygonum bistortoides",3,1.1628
"1991-07-12","DNP4","CAMROT","Campanula rotundifolia",1,0.3876
"1991-07-12","DNP4","CASOCC","Castilleja occidentalis",1,0
"1991-07-12","DNP4","ERIARE","Eritrichium nanum",4,1.5504
"1991-07-12","DNP4","HYMACA","Tetraneuris acaulis var. caespitosa",6,2.3256
"1991-07-12","DNP4","LEWPYG","Lewisia pygmaea",1,0.3876
"1991-07-12","DNP4","LLOSER","Lloydia serotina",14,5.4264
"1991-07-12","DNP4","MINOBT","Minuartia obtusiloba",3,1.1628
"1991-07-12","DNP4","OREALP","Oreoxis alpina ssp. alpina",25,9.6899
"1991-07-12","DNP4","PHLSIB","Phlox pulvinata",5,1.938
"1991-07-12","DNP4","SAXRHO","Saxifraga rhomboidea",2,0.7752
"1991-07-12","DNP4","SEDLAN","Sedum lanceolatum",15,5.814
"1991-07-12","DNP4","SELDEN","Selaginella densa var. scopulorum",23,8.9147
"1991-07-12","DNP4","CALPUR","Calamagrostis purpurascens",3,1.1628
"1991-07-12","DNP4","CARRUP","Carex rupestris var. drummondiana",20,7.7519
"1991-07-12","DNP4","KOBMYO","Kobresia myosuroides",63,24.4186
"1991-07-12","DNP4","POAARC","Poa arctica ssp. grayana",4,1.5504
"1991-07-12","DNP4","POAGLA","Poa glauca ssp. rupicola",13,5.0388
"1991-07-12","DNP4","TRISPI","Trisetum spicatum",3,1.1628
"1991-07-12","DNP4","AGRBOR","Agrostis mertensii",4,1.5504
"1991-07-12","DNP4","BAREEE",NaN,1,0.3876
"1991-07-12","DNP4","CONSCO","Conioselinum scopulorum",1,0.3876
"1991-08-06","WNP4","ACOROS","Geum rossii var. turbinatum",7,2.5735
"1991-08-06","WNP4","ARTSCO","Artemisia scopulorum",27,9.9265
"1991-08-06","WNP4","BISBIS","Polygonum bistortoides",12,4.4118
"1991-08-06","WNP4","CARSCO","Carex scopulorum var. scopulorum",74,27.2059
"1991-08-06","WNP4","CARAQU","Carex aquatilis var. stans",1,0.3676
"1991-08-06","WNP4","DESCAE","Deschampsia cespitosa",33,12.1324
"1991-08-06","WNP4","DODPUL","Dodecatheon pulchellum",8,2.9412
"1991-08-06","WNP4","GENALG","Gentiana algida",25,9.1912
"1991-08-06","WNP4","POTDIV","Potentilla diversifolia",2,0.7353
"1991-08-06","WNP4","CALLEP","Caltha leptosepala",47,17.2794
"1991-08-06","WNP4","RHOINT","Rhodiola integrifolia",20,7.3529
"1991-08-06","WNP4","BISVIV","Polygonum viviparum",14,5.1471
"1991-08-06","WNP4","ALLGEY","Allium geyeri",1,0.3676
"1991-08-06","WNP4","UNKNOW","Unknown",1,0.3676
"1991-08-06","WNP4","JUNDRU","Juncus drummondii",1,0
"1991-08-06","WNP4","KOBMYO","Kobresia myosuroides",1,0
"1991-07-16","DNP5","ACOROS","Geum rossii var. turbinatum",1,0.4975
"1991-07-16","DNP5","ALLGEY","Allium geyeri",3,1.4925
"1991-07-16","DNP5","AREFEN","Arenaria fendleri var. tweedyi",5,2.4876
"1991-07-16","DNP5","ARTSCO","Artemisia scopulorum",2,0.995
"1991-07-16","DNP5","BISBIS","Polygonum bistortoides",5,2.4876
"1991-07-16","DNP5","CAMROT","Campanula rotundifolia",4,1.99
"1991-07-16","DNP5","CASOCC","Castilleja occidentalis",1,0.4975
"1991-07-16","DNP5","DRAAUR","Draba aurea",2,0.995
"1991-07-16","DNP5","ERISIM","Erigeron simplex",1,0.4975
"1991-07-16","DNP5","ERIARE","Eritrichium nanum",1,0.4975
"1991-07-16","DNP5","HYMACA","Tetraneuris acaulis var. caespitosa",8,3.9801
"1991-07-16","DNP5","LEWPYG","Lewisia pygmaea",1,0
"1991-07-16","DNP5","LLOSER","Lloydia serotina",14,6.9652
"1991-07-16","DNP5","MERLAN","Mertensia lanceolata",1,0.4975
"1991-07-16","DNP5","MINBIF","Minuartia biflora",2,0.995
"1991-07-16","DNP5","MINOBT","Minuartia obtusiloba",5,2.4876
"1991-07-16","DNP5","OREALP","Oreoxis alpina ssp. alpina",24,11.9403
"1991-07-16","DNP5","PHLSIB","Phlox pulvinata",3,1.4925
"1991-07-16","DNP5","SAXRHO","Saxifraga rhomboidea",1,0.4975
"1991-07-16","DNP5","SEDLAN","Sedum lanceolatum",4,1.99
"1991-07-16","DNP5","SELDEN","Selaginella densa var. scopulorum",10,4.9751
"1991-07-16","DNP5","SILACA","Silene acaulis var. subacaulescens",2,0.995
"1991-07-16","DNP5","TRIDAS","Trifolium dasyphyllum",5,2.4876
"1991-07-16","DNP5","CARRUP","Carex rupestris var. drummondiana",20,9.9502
"1991-07-16","DNP5","FESBRA","Festuca brachyphylla",2,0.995
"1991-07-16","DNP5","KOBMYO","Kobresia myosuroides",63,31.3433
"1991-07-16","DNP5","POAARC","Poa arctica ssp. grayana",4,1.99
"1991-07-16","DNP5","POAGLA","Poa glauca ssp. rupicola",5,2.4876
"1991-07-16","DNP5","TRISPI","Trisetum spicatum",2,0.995
"1991-07-16","DNP5","BAREEE",NaN,1,0.4975
"1991-08-06","WNP5","ARTSCO","Artemisia scopulorum",3,1.4493
"1991-08-06","WNP5","BISBIS","Polygonum bistortoides",6,2.8986
"1991-08-06","WNP5","CARSCO","Carex scopulorum var. scopulorum",74,35.7488
"1991-08-06","WNP5","CARAQU","Carex aquatilis var. stans",8,3.8647
"1991-08-06","WNP5","DESCAE","Deschampsia cespitosa",27,13.0435
"1991-08-06","WNP5","DODPUL","Dodecatheon pulchellum",10,4.8309
"1991-08-06","WNP5","GENALG","Gentiana algida",12,5.7971
"1991-08-06","WNP5","POTDIV","Potentilla diversifolia",1,0.4831
"1991-08-06","WNP5","CALLEP","Caltha leptosepala",42,20.2899
"1991-08-06","WNP5","RHOINT","Rhodiola integrifolia",13,6.2802
"1991-08-06","WNP5","BISVIV","Polygonum viviparum",10,4.8309
"1991-08-06","WNP5","CLERHO","Rhodiola rhodantha",1,0.4831
"1991-08-06","WNP5","ALLGEY","Allium geyeri",1,0
"1991-08-06","WNP5","JUNDRU","Juncus drummondii",1,0
"1991-07-08","DPP1","ACOROS","Geum rossii var. turbinatum",4,2.5157
"1991-07-08","DPP1","AREFEN","Arenaria fendleri var. tweedyi",1,0
"1991-07-08","DPP1","BISBIS","Polygonum bistortoides",1,0
"1991-07-08","DPP1","BISVIV","Polygonum viviparum",1,0.6289
"1991-07-08","DPP1","CAMROT","Campanula rotundifolia",3,1.8868
"1991-07-08","DPP1","DRAAUR","Draba aurea",3,1.8868
"1991-07-08","DPP1","ERIARE","Eritrichium nanum",1,0.6289
"1991-07-08","DPP1","HYMACA","Tetraneuris acaulis var. caespitosa",3,1.8868
"1991-07-08","DPP1","LLOSER","Lloydia serotina",1,0.6289
"1991-07-08","DPP1","MERLAN","Mertensia lanceolata",2,1.2579
"1991-07-08","DPP1","MINOBT","Minuartia obtusiloba",3,1.8868
"1991-07-08","DPP1","OREALP","Oreoxis alpina ssp. alpina",11,6.9182
"1991-07-08","DPP1","SAXRHO","Saxifraga rhomboidea",1,0.6289
"1991-07-08","DPP1","SEDLAN","Sedum lanceolatum",3,1.8868
"1991-07-08","DPP1","SELDEN","Selaginella densa var. scopulorum",5,3.1447
"1991-07-08","DPP1","TRIDAS","Trifolium dasyphyllum",1,0.6289
"1991-07-08","DPP1","CARRUP","Carex rupestris var. drummondiana",20,12.5786
"1991-07-08","DPP1","KOBMYO","Kobresia myosuroides",86,54.0881
"1991-07-08","DPP1","BAREEE",NaN,11,6.9182
"1991-08-01","WPP1","ACOROS","Geum rossii var. turbinatum",2,1.0256
"1991-08-01","WPP1","ARTSCO","Artemisia scopulorum",1,0.5128
"1991-08-01","WPP1","BISBIS","Polygonum bistortoides",1,0.5128
"1991-08-01","WPP1","CARSCO","Carex scopulorum var. scopulorum",86,44.1026
"1991-08-01","WPP1","DESCAE","Deschampsia cespitosa",2,1.0256
"1991-08-01","WPP1","DODPUL","Dodecatheon pulchellum",12,6.1538
"1991-08-01","WPP1","GENALG","Gentiana algida",1,0.5128
"1991-08-01","WPP1","PEDGRO","Pedicularis groenlandica",1,0.5128
"1991-08-01","WPP1","CALLEP","Caltha leptosepala",40,20.5128
"1991-08-01","WPP1","RHOINT","Rhodiola integrifolia",1,0
"1991-08-01","WPP1","BISVIV","Polygonum viviparum",36,18.4615
"1991-08-01","WPP1","JUNDRU","Juncus drummondii",2,1.0256
"1991-08-01","WPP1","CLERHO","Rhodiola rhodantha",2,1.0256
"1991-08-01","WPP1","CARSAX","Carex saxatilis",4,2.0513
"1991-08-01","WPP1","POAARC","Poa arctica ssp. grayana",1,0.5128
"1991-08-01","WPP1","JUNBIG","Juncus biglumis",1,0.5128
"1991-08-01","WPP1","PRIANG","Primula angustifolia",1,0.5128
"1991-08-01","WPP1","UNKNOW","Unknown",1,0.5128
"1991-08-01","WPP1","CARNIG","Carex nigricans",1,0.5128
"1991-07-09","DPP2","ACOROS","Geum rossii var. turbinatum",6,3.3708
"1991-07-09","DPP2","ALLGEY","Allium geyeri",6,3.3708
"1991-07-09","DPP2","ARTSCO","Artemisia scopulorum",2,1.1236
"1991-07-09","DPP2","BISBIS","Polygonum bistortoides",6,3.3708
"1991-07-09","DPP2","BISVIV","Polygonum viviparum",3,1.6854
"1991-07-09","DPP2","CAMROT","Campanula rotundifolia",6,3.3708
"1991-07-09","DPP2","CASOCC","Castilleja occidentalis",1,0
"1991-07-09","DPP2","DRACAN","Draba breweri var. cana",2,1.1236
"1991-07-09","DPP2","HYMGRA","Tetraneuris grandiflora",1,0
"1991-07-09","DPP2","LLOSER","Lloydia serotina",12,6.7416
"1991-07-09","DPP2","MERLAN","Mertensia lanceolata",1,0.5618
"1991-07-09","DPP2","MINOBT","Minuartia obtusiloba",1,0
"1991-07-09","DPP2","OREALP","Oreoxis alpina ssp. alpina",13,7.3034
"1991-07-09","DPP2","SAXRHO","Saxifraga rhomboidea",1,0
"1991-07-09","DPP2","SEDLAN","Sedum lanceolatum",2,1.1236
"1991-07-09","DPP2","SELDEN","Selaginella densa var. scopulorum",2,1.1236
"1991-07-09","DPP2","TRIDAS","Trifolium dasyphyllum",3,1.6854
"1991-07-09","DPP2","CARRUP","Carex rupestris var. drummondiana",25,14.0449
"1991-07-09","DPP2","KOBMYO","Kobresia myosuroides",78,43.8202
"1991-07-09","DPP2","POAGLA","Poa glauca ssp. rupicola",1,0.5618
"1991-07-09","DPP2","TRISPI","Trisetum spicatum",2,1.1236
"1991-07-09","DPP2","BAREEE",NaN,7,3.9326
"1991-07-09","DPP2","DESCAE","Deschampsia cespitosa",1,0.5618
"1991-08-01","WPP2","ACOROS","Geum rossii var. turbinatum",2,0.692
"1991-08-01","WPP2","ARTSCO","Artemisia scopulorum",34,11.7647
"1991-08-01","WPP2","BISBIS","Polygonum bistortoides",25,8.6505
"1991-08-01","WPP2","CARSCO","Carex scopulorum var. scopulorum",70,24.2215
"1991-08-01","WPP2","DESCAE","Deschampsia cespitosa",39,13.4948
"1991-08-01","WPP2","DODPUL","Dodecatheon pulchellum",21,7.2664
"1991-08-01","WPP2","GENALG","Gentiana algida",27,9.3426
"1991-08-01","WPP2","PEDGRO","Pedicularis groenlandica",1,0.346
"1991-08-01","WPP2","CALLEP","Caltha leptosepala",35,12.1107
"1991-08-01","WPP2","RHOINT","Rhodiola integrifolia",6,2.0761
"1991-08-01","WPP2","SALGLA","Salix glauca",2,0.692
"1991-08-01","WPP2","BISVIV","Polygonum viviparum",14,4.8443
"1991-08-01","WPP2","ALLGEY","Allium geyeri",2,0.692
"1991-08-01","WPP2","CARNIG","Carex nigricans",2,0.692
"1991-08-01","WPP2","KOBMYO","Kobresia myosuroides",1,0.346
"1991-08-01","WPP2","UNKNOW","Unknown",3,1.0381
"1991-08-01","WPP2","POASPP","Poa",4,1.3841
"1991-08-01","WPP2","EPISPP","Epilobium",1,0.346
"1991-08-01","WPP2","POAALP","Poa alpina",1,0
"1991-07-12","DPP3","ACOROS","Geum rossii var. turbinatum",1,0.6289
"1991-07-12","DPP3","ALLGEY","Allium geyeri",1,0.6289
"1991-07-12","DPP3","AREFEN","Arenaria fendleri var. tweedyi",3,1.8868
"1991-07-12","DPP3","ARTSCO","Artemisia scopulorum",2,1.2579
"1991-07-12","DPP3","BISBIS","Polygonum bistortoides",1,0.6289
"1991-07-12","DPP3","BISVIV","Polygonum viviparum",1,0.6289
"1991-07-12","DPP3","CAMROT","Campanula rotundifolia",1,0
"1991-07-12","DPP3","CASOCC","Castilleja occidentalis",1,0.6289
"1991-07-12","DPP3","HYMACA","Tetraneuris acaulis var. caespitosa",2,1.2579
"1991-07-12","DPP3","LLOSER","Lloydia serotina",11,6.9182
"1991-07-12","DPP3","MINOBT","Minuartia obtusiloba",5,3.1447
"1991-07-12","DPP3","OREALP","Oreoxis alpina ssp. alpina",16,10.0629
"1991-07-12","DPP3","PHLSIB","Phlox pulvinata",2,1.2579
"1991-07-12","DPP3","SELDEN","Selaginella densa var. scopulorum",6,3.7736
"1991-07-12","DPP3","SILACA","Silene acaulis var. subacaulescens",2,1.2579
"1991-07-12","DPP3","TRIDAS","Trifolium dasyphyllum",1,0.6289
"1991-07-12","DPP3","CALPUR","Calamagrostis purpurascens",12,7.5472
"1991-07-12","DPP3","CARRUP","Carex rupestris var. drummondiana",16,10.0629
"1991-07-12","DPP3","KOBMYO","Kobresia myosuroides",62,38.9937
"1991-07-12","DPP3","POAGLA","Poa glauca ssp. rupicola",5,3.1447
"1991-07-12","DPP3","BAREEE",NaN,9,5.6604
"1991-08-02","WPP3","ACOROS","Geum rossii var. turbinatum",1,0
"1991-08-02","WPP3","ARTSCO","Artemisia scopulorum",10,4.1667
"1991-08-02","WPP3","BISBIS","Polygonum bistortoides",30,12.5
"1991-08-02","WPP3","CARSCO","Carex scopulorum var. scopulorum",82,34.1667
"1991-08-02","WPP3","DESCAE","Deschampsia cespitosa",9,3.75
"1991-08-02","WPP3","DODPUL","Dodecatheon pulchellum",20,8.3333
"1991-08-02","WPP3","GENALG","Gentiana algida",18,7.5
"1991-08-02","WPP3","POTDIV","Potentilla diversifolia",1,0.4167
"1991-08-02","WPP3","CALLEP","Caltha leptosepala",37,15.4167
"1991-08-02","WPP3","RHOINT","Rhodiola integrifolia",11,4.5833
"1991-08-02","WPP3","BISVIV","Polygonum viviparum",18,7.5
"1991-08-02","WPP3","UNKNOW","Unknown",3,1.25
"1991-08-02","WPP3","LUZSPI","Luzula spicata",1,0.4167
"1991-08-02","WPP3","TRISPI","Trisetum spicatum",1,0
"1991-08-02","WPP3","POAARC","Poa arctica ssp. grayana",1,0
"1991-08-02","WPP3","CARAQU","Carex aquatilis var. stans",1,0
"1991-08-02","WPP3","ALLGEY","Allium geyeri",1,0
"1991-08-02","WPP3","JUNBIG","Juncus biglumis",1,0
"1991-07-14","DPP4","ACOROS","Geum rossii var. turbinatum",5,2.3474
"1991-07-14","DPP4","ALLGEY","Allium geyeri",2,0.939
"1991-07-14","DPP4","AREFEN","Arenaria fendleri var. tweedyi",4,1.8779
"1991-07-14","DPP4","ARTSCO","Artemisia scopulorum",6,2.8169
"1991-07-14","DPP4","BISBIS","Polygonum bistortoides",2,0.939
"1991-07-14","DPP4","BISVIV","Polygonum viviparum",1,0.4695
"1991-07-14","DPP4","CAMROT","Campanula rotundifolia",1,0.4695
"1991-07-14","DPP4","CASOCC","Castilleja occidentalis",1,0
"1991-07-14","DPP4","ERIARE","Eritrichium nanum",1,0.4695
"1991-07-14","DPP4","HYMACA","Tetraneuris acaulis var. caespitosa",11,5.1643
"1991-07-14","DPP4","LLOSER","Lloydia serotina",23,10.7981
"1991-07-14","DPP4","MINOBT","Minuartia obtusiloba",3,1.4085
"1991-07-14","DPP4","OREALP","Oreoxis alpina ssp. alpina",15,7.0423
"1991-07-14","DPP4","PHLSIB","Phlox pulvinata",6,2.8169
"1991-07-14","DPP4","POTDIV","Potentilla diversifolia",1,0.4695
"1991-07-14","DPP4","SAXRHO","Saxifraga rhomboidea",2,0.939
"1991-07-14","DPP4","SEDLAN","Sedum lanceolatum",5,2.3474
"1991-07-14","DPP4","SELDEN","Selaginella densa var. scopulorum",11,5.1643
"1991-07-14","DPP4","SILACA","Silene acaulis var. subacaulescens",1,0
"1991-07-14","DPP4","TRIDAS","Trifolium dasyphyllum",1,0
"1991-07-14","DPP4","CALPUR","Calamagrostis purpurascens",3,1.4085
"1991-07-14","DPP4","CARRUP","Carex rupestris var. drummondiana",35,16.4319
"1991-07-14","DPP4","KOBMYO","Kobresia myosuroides",65,30.5164
"1991-07-14","DPP4","POAGLA","Poa glauca ssp. rupicola",3,1.4085
"1991-07-14","DPP4","BAREEE",NaN,8,3.7559
"1991-08-02","WPP4","ACOROS","Geum rossii var. turbinatum",1,0.4587
"1991-08-02","WPP4","ARTSCO","Artemisia scopulorum",11,5.0459
"1991-08-02","WPP4","BISBIS","Polygonum bistortoides",8,3.6697
"1991-08-02","WPP4","CARSCO","Carex scopulorum var. scopulorum",77,35.3211
"1991-08-02","WPP4","CARESP","Carex",13,5.9633
"1991-08-02","WPP4","DESCAE","Deschampsia cespitosa",14,6.422
"1991-08-02","WPP4","DODPUL","Dodecatheon pulchellum",10,4.5872
"1991-08-02","WPP4","GENALG","Gentiana algida",12,5.5046
"1991-08-02","WPP4","POTDIV","Potentilla diversifolia",1,0.4587
"1991-08-02","WPP4","CALLEP","Caltha leptosepala",40,18.3486
"1991-08-02","WPP4","RHOINT","Rhodiola integrifolia",4,1.8349
"1991-08-02","WPP4","BISVIV","Polygonum viviparum",24,11.0092
"1991-08-02","WPP4","ALLGEY","Allium geyeri",1,0.4587
"1991-08-02","WPP4","CLERHO","Rhodiola rhodantha",2,0.9174
"1991-07-16","DPP5","ALLGEY","Allium geyeri",4,2.439
"1991-07-16","DPP5","AREFEN","Arenaria fendleri var. tweedyi",2,1.2195
"1991-07-16","DPP5","BISBIS","Polygonum bistortoides",1,0
"1991-07-16","DPP5","BISVIV","Polygonum viviparum",1,0.6098
"1991-07-16","DPP5","CAMROT","Campanula rotundifolia",4,2.439
"1991-07-16","DPP5","CASOCC","Castilleja occidentalis",1,0
"1991-07-16","DPP5","DRAAUR","Draba aurea",1,0.6098
"1991-07-16","DPP5","HYMACA","Tetraneuris acaulis var. caespitosa",4,2.439
"1991-07-16","DPP5","LLOSER","Lloydia serotina",9,5.4878
"1991-07-16","DPP5","MERLAN","Mertensia lanceolata",2,1.2195
"1991-07-16","DPP5","MINOBT","Minuartia obtusiloba",1,0.6098
"1991-07-16","DPP5","OREALP","Oreoxis alpina ssp. alpina",24,14.6341
"1991-07-16","DPP5","PHLSIB","Phlox pulvinata",2,1.2195
"1991-07-16","DPP5","SAXRHO","Saxifraga rhomboidea",1,0
"1991-07-16","DPP5","SELDEN","Selaginella densa var. scopulorum",6,3.6585
"1991-07-16","DPP5","SILACA","Silene acaulis var. subacaulescens",1,0.6098
"1991-07-16","DPP5","TRIDAS","Trifolium dasyphyllum",7,4.2683
"1991-07-16","DPP5","CALPUR","Calamagrostis purpurascens",4,2.439
"1991-07-16","DPP5","CARRUP","Carex rupestris var. drummondiana",13,7.9268
"1991-07-16","DPP5","KOBMYO","Kobresia myosuroides",76,46.3415
"1991-07-16","DPP5","BAREEE",NaN,3,1.8293
"1991-08-07","WPP5","BISBIS","Polygonum bistortoides",2,1.1236
"1991-08-07","WPP5","CARSCO","Carex scopulorum var. scopulorum",87,48.8764
"1991-08-07","WPP5","DESCAE","Deschampsia cespitosa",4,2.2472
"1991-08-07","WPP5","DODPUL","Dodecatheon pulchellum",4,2.2472
"1991-08-07","WPP5","GENALG","Gentiana algida",2,1.1236
"1991-08-07","WPP5","POTDIV","Potentilla diversifolia",1,0.5618
"1991-08-07","WPP5","PEDGRO","Pedicularis groenlandica",7,3.9326
"1991-08-07","WPP5","CALLEP","Caltha leptosepala",36,20.2247
"1991-08-07","WPP5","SALGLA","Salix glauca",1,0.5618
"1991-08-07","WPP5","BAREEE",NaN,3,1.6854
"1991-08-07","WPP5","BISVIV","Polygonum viviparum",12,6.7416
"1991-08-07","WPP5","JUNDRU","Juncus drummondii",2,1.1236
"1991-08-07","WPP5","CLERHO","Rhodiola rhodantha",8,4.4944
"1991-08-07","WPP5","KOBMYO","Kobresia myosuroides",2,1.1236
"1991-08-07","WPP5","PRIANG","Primula angustifolia",2,1.1236
"1991-08-07","WPP5","JUNTRI","Juncus triglumis",2,1.1236
"1991-08-07","WPP5","CARNIG","Carex nigricans",3,1.6854
"1992-07-09","DCC1","ACOROS","Geum rossii var. turbinatum",7,4.2169
"1992-07-09","DCC1","ALLGEY","Allium geyeri",1,0.6024
"1992-07-09","DCC1","ANTALP","Antennaria media",1,0.6024
"1992-07-09","DCC1","AREFEN","Arenaria fendleri var. tweedyi",2,1.2048
"1992-07-09","DCC1","ARTSCO","Artemisia scopulorum",1,0
"1992-07-09","DCC1","BISBIS","Polygonum bistortoides",1,0.6024
"1992-07-09","DCC1","BISVIV","Polygonum viviparum",3,1.8072
"1992-07-09","DCC1","CAMROT","Campanula rotundifolia",2,1.2048
"1992-07-09","DCC1","DRAAUR","Draba aurea",1,0
"1992-07-09","DCC1","ERIARE","Eritrichium nanum",1,0
"1992-07-09","DCC1","LLOSER","Lloydia serotina",1,0
"1992-07-09","DCC1","MERLAN","Mertensia lanceolata",1,0
"1992-07-09","DCC1","MINOBT","Minuartia obtusiloba",1,0.6024
"1992-07-09","DCC1","OREALP","Oreoxis alpina ssp. alpina",9,5.4217
"1992-07-09","DCC1","SAXRHO","Saxifraga rhomboidea",1,0
"1992-07-09","DCC1","SEDLAN","Sedum lanceolatum",3,1.8072
"1992-07-09","DCC1","SELDEN","Selaginella densa var. scopulorum",16,9.6386
"1992-07-09","DCC1","THLMON","Noccaea fendleri ssp. glauca",1,0
"1992-07-09","DCC1","CALPUR","Calamagrostis purpurascens",4,2.4096
"1992-07-09","DCC1","CARRUP","Carex rupestris var. drummondiana",32,19.2771
"1992-07-09","DCC1","FESBRA","Festuca brachyphylla",1,0.6024
"1992-07-09","DCC1","KOBMYO","Kobresia myosuroides",82,49.3976
"1992-07-09","DCC1","BAREEE",NaN,1,0.6024
"1992-07-28","WCC1","BISBIS","Polygonum bistortoides",5,3.3333
"1992-07-28","WCC1","BISVIV","Polygonum viviparum",3,2
"1992-07-28","WCC1","CALLEP","Caltha leptosepala",32,21.3333
"1992-07-28","WCC1","CLERHO","Rhodiola rhodantha",1,0.6667
"1992-07-28","WCC1","DODPUL","Dodecatheon pulchellum",1,0
"1992-07-28","WCC1","GENALG","Gentiana algida",2,1.3333
"1992-07-28","WCC1","PEDGRO","Pedicularis groenlandica",1,0.6667
"1992-07-28","WCC1","CARNIG","Carex nigricans",10,6.6667
"1992-07-28","WCC1","CARSCO","Carex scopulorum var. scopulorum",88,58.6667
"1992-07-28","WCC1","DESCAE","Deschampsia cespitosa",1,0.6667
"1992-07-28","WCC1","JUNDRU","Juncus drummondii",5,3.3333
"1992-07-28","WCC1","BAREEE",NaN,2,1.3333
"1992-07-10","DCC2","ACOROS","Geum rossii var. turbinatum",9,4.6392
"1992-07-10","DCC2","ALLGEY","Allium geyeri",8,4.1237
"1992-07-10","DCC2","AREFEN","Arenaria fendleri var. tweedyi",6,3.0928
"1992-07-10","DCC2","ARTSCO","Artemisia scopulorum",4,2.0619
"1992-07-10","DCC2","BISBIS","Polygonum bistortoides",4,2.0619
"1992-07-10","DCC2","BISVIV","Polygonum viviparum",1,0.5155
"1992-07-10","DCC2","CAMROT","Campanula rotundifolia",3,1.5464
"1992-07-10","DCC2","CASOCC","Castilleja occidentalis",1,0.5155
"1992-07-10","DCC2","CERARV","Cerastium arvense ssp. strictum",1,0.5155
"1992-07-10","DCC2","HYMACA","Tetraneuris acaulis var. caespitosa",1,0.5155
"1992-07-10","DCC2","LLOSER","Lloydia serotina",10,5.1546
"1992-07-10","DCC2","MERLAN","Mertensia lanceolata",2,1.0309
"1992-07-10","DCC2","MINBIF","Minuartia biflora",3,1.5464
"1992-07-10","DCC2","MINOBT","Minuartia obtusiloba",2,1.0309
"1992-07-10","DCC2","OREALP","Oreoxis alpina ssp. alpina",15,7.732
"1992-07-10","DCC2","POTDIV","Potentilla diversifolia",2,1.0309
"1992-07-10","DCC2","SELDEN","Selaginella densa var. scopulorum",2,1.0309
"1992-07-10","DCC2","CALPUR","Calamagrostis purpurascens",2,1.0309
"1992-07-10","DCC2","CARRUP","Carex rupestris var. drummondiana",35,18.0412
"1992-07-10","DCC2","FESBRA","Festuca brachyphylla",1,0.5155
"1992-07-10","DCC2","KOBMYO","Kobresia myosuroides",79,40.7216
"1992-07-10","DCC2","POAGLA","Poa glauca ssp. rupicola",1,0.5155
"1992-07-10","DCC2","BAREEE",NaN,2,1.0309
"1992-07-28","WCC2","ACOROS","Geum rossii var. turbinatum",4,1.8605
"1992-07-28","WCC2","ARTSCO","Artemisia scopulorum",11,5.1163
"1992-07-28","WCC2","BISBIS","Polygonum bistortoides",4,1.8605
"1992-07-28","WCC2","BISVIV","Polygonum viviparum",13,6.0465
"1992-07-28","WCC2","CALLEP","Caltha leptosepala",49,22.7907
"1992-07-28","WCC2","CLERHO","Rhodiola rhodantha",1,0.4651
"1992-07-28","WCC2","DODPUL","Dodecatheon pulchellum",5,2.3256
"1992-07-28","WCC2","GENALG","Gentiana algida",9,4.186
"1992-07-28","WCC2","RHOINT","Rhodiola integrifolia",2,0.9302
"1992-07-28","WCC2","CARSCO","Carex scopulorum var. scopulorum",99,46.0465
"1992-07-28","WCC2","DESCAE","Deschampsia cespitosa",7,3.2558
"1992-07-28","WCC2","JUNDRU","Juncus drummondii",1,0
"1992-07-28","WCC2","POAALP","Poa alpina",1,0.4651
"1992-07-28","WCC2","KOBMYO","Kobresia myosuroides",7,3.2558
"1992-07-28","WCC2","LLOSER","Lloydia serotina",3,1.3953
"1992-07-13","DCC3","ALLGEY","Allium geyeri",1,0.641
"1992-07-13","DCC3","ANTALP","Antennaria media",1,0.641
"1992-07-13","DCC3","AREFEN","Arenaria fendleri var. tweedyi",4,2.5641
"1992-07-13","DCC3","ARTSCO","Artemisia scopulorum",1,0
"1992-07-13","DCC3","BISBIS","Polygonum bistortoides",2,1.2821
"1992-07-13","DCC3","BISVIV","Polygonum viviparum",1,0.641
"1992-07-13","DCC3","CAMROT","Campanula rotundifolia",1,0.641
"1992-07-13","DCC3","CASOCC","Castilleja occidentalis",1,0
"1992-07-13","DCC3","ERISIM","Erigeron simplex",1,0
"1992-07-13","DCC3","ERIARE","Eritrichium nanum",1,0.641
"1992-07-13","DCC3","HYMACA","Tetraneuris acaulis var. caespitosa",4,2.5641
"1992-07-13","DCC3","LLOSER","Lloydia serotina",14,8.9744
"1992-07-13","DCC3","MERLAN","Mertensia lanceolata",3,1.9231
